"name","dept","area","count","adjustedcount","year"
Peter Widmayer,ETH Zurich,pods,1.0,0.25,1993
Nassir Navab,TU Munich,icra,4.0,0.81111,2018
Justin Johnson 0001,University of Michigan,cvpr,1.0,0.25,2020
Michael S. Brown,York University,iccv,2.0,0.83333,2019
Aaron C. Courville,University of Montreal,eccv,1.0,0.2,2012
Bharat Jayaraman,University at Buffalo,popl,1.0,0.33333,1996
Nigel Shadbolt,University of Oxford,chiconf,2.0,0.45,2016
Yoshiki Higo,Osaka University,ase,1.0,0.33333,2017
William J. Bowman,University of British Columbia,icfp,1.0,0.33333,2016
Hojung Cha,Yonsei University,emsoft,1.0,0.5,2013
Jimmy Lin,University of Waterloo,emnlp,1.0,0.33333,2015
Willy Zwaenepoel,University of Sydney,sosp,1.0,0.2,2007
Jennifer Mankoff,University of Washington,chiconf,3.0,0.65,2016
Mateo Valero,Polytechnic University of Catalonia,ics,1.0,0.2,2005
Jun Luo 0001,Nanyang Technological University,sensys,1.0,0.25,2014
Randall Davis,Massachusetts Institute of Technology,aaai,1.0,0.5,1993
Uri Shalit,Technion,icml,1.0,0.33333,2013
Erion Plaku,George Mason University,icra,1.0,0.5,2021
Soumya Ray,Case Western Reserve University,acl,1.0,0.33333,2021
Kyoung Mu Lee,Seoul National University,cvpr,3.0,0.70833,2018
Eric Granger,ETS Montreal,cvpr,1.0,0.16667,2019
Judea Pearl,Univ. of California - Los Angeles,nips,2.0,0.58333,2013
Lior Pachter,California Institute of Technology,recomb,1.0,0.33333,2001
Ting Yu,Qatar Computing Research Institute,sigmod,1.0,0.2,2002
Jan Hoffmann 0002,Carnegie Mellon University,icfp,1.0,0.5,2021
Mathias Lécuyer,University of British Columbia,oakland,1.0,0.2,2019
Wen Gao 0001,Peking University,cvpr,1.0,0.2,2019
Tommi S. Jaakkola,Massachusetts Institute of Technology,cvpr,1.0,0.14286,2021
Ronitt Rubinfeld,Massachusetts Institute of Technology,focs,1.0,0.14286,2007
Silvio Micali,Massachusetts Institute of Technology,stoc,1.0,0.5,2006
Siu Cheung Hui,Nanyang Technological University,kdd,2.0,0.66667,2018
Yuri Boykov,University of Waterloo,cvpr,1.0,0.25,2021
Noah Snavely,Cornell University,cvpr,1.0,0.25,2015
Solomon Eyal Shimony,Ben-Gurion University of the Negev,aaai,2.0,0.45,2007
Quanquan Gu,Univ. of California - Los Angeles,aaai,4.0,1.5,2020
Fei Fang,Carnegie Mellon University,aaai,1.0,0.33333,2012
Dimitris P. Tsakiris,Aberystwyth University,icra,1.0,0.33333,2007
Juho Kannala,Aalto University,cvpr,1.0,0.25,2008
David H. Laidlaw,Brown University,vis,1.0,0.33333,2017
Michael C. Huang 0001,University of Rochester,hpca,1.0,0.5,2008
Yangfan Zhou,Fudan University,fse,1.0,0.25,2016
Dawu Gu,Shanghai Jiao Tong University,ccs,1.0,0.14286,2015
David Harel,Weizmann Institute of Science,lics,1.0,0.25,1987
Mausam,IIT Delhi,ijcai,1.0,0.2,2011
Xiaolin Hu 0001,Tsinghua University,nips,1.0,0.125,2020
Gary D. Bader,University of Toronto,ismb,1.0,0.5,2016
Moonzoo Kim,KAIST,issta,2.0,0.45,2012
Sanidhya Kashyap,EPFL,eurosys,2.0,0.39286,2018
Nassir Navab,TU Munich,icra,4.0,0.96667,2016
James Fogarty,University of Washington,uist,1.0,0.33333,2018
Seungryul Baek,UNIST,cvpr,1.0,0.33333,2020
Yoshihiko Nakamura,University of Tokyo,icra,2.0,1.0,1992
Hu Ding,USTC,soda,1.0,0.5,2015
Wan Du,Univ. of California - Merced,sensys,1.0,0.25,2015
Xiaogang Wang 0001,Chinese University of Hong Kong,aaai,1.0,0.2,2016
Timothy M. Jones 0001,University of Cambridge,isca,2.0,0.58333,2021
Finale Doshi-Velez,Harvard University,icml,1.0,0.14286,2020
Kousha Etessami,University of Edinburgh,focs,1.0,0.5,2007
Amaury Habrard,Université Jean Monnet,aaai,1.0,0.33333,2019
James Tompkin,Brown University,uist,1.0,0.16667,2013
Shiri Azenkot,Cornell University,chiconf,1.0,0.25,2017
Srinivas Akella,UNC - Charlotte,iros,3.0,1.1667,2007
Daniel P. Huttenlocher,Massachusetts Institute of Technology,eccv,2.0,0.75,2006
Michael Stumm,University of Toronto,osdi,1.0,0.25,1994
Steven M. LaValle,Univ. of Illinois at Urbana-Champaign,icra,2.0,0.75,2001
Zheng Wang 0001,University of Leeds,pldi,1.0,0.2,2020
David Kempe 0001,University of Southern California,nips,1.0,0.5,2017
Benjamin Van Durme,Johns Hopkins University,acl,2.0,0.75,2008
Liang Zhao 0002,Emory University,www,1.0,0.1,2019
Zhenchang Xing,Australian National University,ase,2.0,0.30952,2020
Zhiwu Huang,Singapore Management University,eccv,1.0,0.2,2018
Andrew J. Davison,Imperial College London,nips,1.0,0.33333,2019
Alistair Sinclair,Univ. of California - Berkeley,soda,1.0,0.5,2009
José Santos-Victor,Universidade de Lisboa,icra,2.0,0.66667,2021
Ola Svensson,EPFL,stoc,1.0,1.0,2010
Katsuro Inoue,Osaka University,icse,1.0,0.25,1999
Ioannis Mitliagkas,University of Montreal,vldb,1.0,0.25,2015
Ragunathan Rajkumar,Carnegie Mellon University,rtss,1.0,0.25,1998
Russ Tedrake,Massachusetts Institute of Technology,icra,3.0,1.3333,2009
Kyle Rector,University of Iowa,chiconf,1.0,0.25,2016
Richard J. Anderson,University of Washington,chiconf,2.0,0.58333,2019
Ghassan Hamarneh,Simon Fraser University,cvpr,1.0,0.5,2006
Timothy M. Chan,Univ. of Illinois at Urbana-Champaign,soda,1.0,0.25,2012
Lydia E. Kavraki,Rice University,icra,1.0,1.0,1997
Ajmal Mian,University of Western Australia,cvpr,2.0,0.58333,2021
Vera Demberg,Saarland University,aaai,1.0,0.25,2018
Yu Hua 0001,HUST,osdi,1.0,0.33333,2018
Yu Lin,Australian National University,sigmod,1.0,0.25,2021
T.-H. Hubert Chan,University of Hong Kong,soda,2.0,0.83333,2008
Fuzhen Zhuang,Chinese Academy of Sciences,aaai,1.0,0.16667,2015
Amol Deshpande,University of Maryland - College Park,sigmod,1.0,0.33333,2011
Jing Ma 0004,Hong Kong Baptist University,www,1.0,0.33333,2019
João Luís Garcia Rosa,USP-ICMC,ijcai,1.0,0.5,1999
Lise Getoor,Univ. of California - Santa Cruz,kdd,1.0,0.25,2013
Dan Feldman,University of Haifa,pets,1.0,0.33333,2020
Jedidiah R. Crandall,Arizona State University,pets,1.0,0.25,2015
Onur Mutlu,ETH Zurich,rtas,1.0,0.16667,2014
Russ Tedrake,Massachusetts Institute of Technology,icra,2.0,0.45,2017
Licheng Jiao,Xidian University,acl,1.0,0.2,2021
Martín Hötzel Escardó,University of Birmingham,lics,2.0,0.83333,1997
William G. Griswold,Univ. of California - San Diego,fse,1.0,0.14286,2005
Ramesh Govindan,University of Southern California,mobisys,3.0,0.66667,2010
Peter G. Harrison,Imperial College London,sigmetrics,1.0,1.0,1983
Olin Shivers,Northeastern University,icfp,1.0,1.0,2005
Harald Reiterer,University of Konstanz,sigir,1.0,0.25,2000
Robert E. Tarjan,Princeton University,soda,1.0,0.5,1993
Clayton Scott,University of Michigan,nips,1.0,0.5,2002
Tom Goldstein,University of Maryland - College Park,nips,1.0,0.16667,2017
Jason D. Hartline,Northwestern University,focs,1.0,0.5,2018
Svein Erik Bratsberg,NTNU,sigir,1.0,0.33333,2017
Takeo Kanade,Carnegie Mellon University,iros,1.0,0.25,2011
Christos Faloutsos,Carnegie Mellon University,icde,1.0,0.33333,2011
Joohyung Lee 0002,Arizona State University,ijcai,1.0,0.33333,2007
Thomas E. Anderson,University of Washington,usenixatc,1.0,0.16667,2015
David Hsu,National University of Singapore,icra,1.0,0.25,2020
Daniel Kifer,Pennsylvania State University,pods,1.0,0.5,2012
Shih-Fu Chang,Columbia University,cvpr,1.0,0.33333,2004
Danny Dig,University of Colorado Boulder,fse,1.0,0.25,2013
Xinyu Xing,Pennsylvania State University,icml,3.0,0.625,2021
Lantao Liu,Indiana University,rss,1.0,0.33333,2014
Luca P. Carloni,Columbia University,dac,1.0,0.33333,2019
Michiel H. M. Smid,Carleton University,stoc,1.0,0.33333,1998
Gang Qu 0001,University of Maryland - College Park,rtss,1.0,0.25,1998
Joohyung Lee 0002,Arizona State University,ijcai,1.0,1.0,2005
Gerhard Neumann,TU Darmstadt,icra,1.0,0.25,2013
Helmut Seidl,TU Munich,stoc,1.0,0.5,2001
Michael Schapira,Hebrew University of Jerusalem,ndss,1.0,0.25,2018
Michael Schapira,Hebrew University of Jerusalem,sigcomm,1.0,0.33333,2011
Rui Mao 0001,Shenzhen University,icde,1.0,0.25,2014
Jiayu Zhou,Michigan State University,ijcai,1.0,0.25,2017
Heng Tao Shen,UESTC,cvpr,1.0,0.16667,2016
Michael Ben-Or,Hebrew University of Jerusalem,crypto,1.0,0.14286,1988
Mayur Naik,University of Pennsylvania,pldi,1.0,0.16667,2021
E. James Whitehead Jr.,Univ. of California - Santa Cruz,fse,1.0,0.25,2005
Gerald DeJong,Univ. of Illinois at Urbana-Champaign,cvpr,1.0,0.5,2005
Matthew Chalmers,University of Glasgow,chiconf,1.0,0.5,2011
Andreas Zell,University of Tübingen,icra,2.0,0.66667,2012
A. P. Wim Böhm,Colorado State University,ics,1.0,0.5,1987
Yiyu Shi,University of Notre Dame,iccad,2.0,0.5,2015
Fabio Ramos,University of Sydney,icra,2.0,0.83333,2013
Soumya Ray,Case Western Reserve University,icml,2.0,0.5,2007
Aurojit Panda,New York University,eurosys,1.0,0.125,2020
Susan Hohenberger,Johns Hopkins University,usenixsec,1.0,0.33333,2011
Margaret Martonosi,Princeton University,asplos,2.0,0.44444,2015
Siu Cheung Hui,Nanyang Technological University,icde,1.0,0.125,2019
David A. McAllester,TTI Chicago,lics,1.0,0.2,1998
Gita Reese Sukthankar,University of Central Florida,iros,1.0,0.5,2011
Zhiwu Huang,Singapore Management University,aaai,1.0,0.33333,2019
Ryan Newton,Indiana University,pldi,1.0,0.14286,2021
Dmitry Berenson,University of Michigan,iros,1.0,0.5,2019
Tarek F. Abdelzaher,Univ. of Illinois at Urbana-Champaign,ubicomp,1.0,0.090909,2015
Takeo Kanade,Carnegie Mellon University,iros,1.0,0.2,1989
Pat Hanrahan,Stanford University,oopsla,1.0,0.125,2010
Kenny Q. Zhu,Shanghai Jiao Tong University,emnlp,3.0,0.75,2018
Xiaoxuan Lu 0001,University of Edinburgh,icra,1.0,0.125,2020
Frank Dellaert,Georgia Institute of Technology,cvpr,1.0,0.5,2010
Liwei Wang 0001,Peking University,ijcai,1.0,0.25,2017
Ronald L. Graham,Univ. of California - San Diego,stoc,1.0,0.5,1989
Andrej Bogdanov,Chinese University of Hong Kong,focs,1.0,0.33333,2011
Eytan Adar,University of Michigan,acl,1.0,0.33333,2016
Changhee Jung,Purdue University,micro,1.0,0.2,2020
Rosario Gennaro,CUNY,crypto,1.0,0.25,1996
Yanzhi Wang,Northeastern University,ics,1.0,0.090909,2021
Hu Ding,USTC,icml,1.0,0.2,2021
Peter M. Fischer 0001,University of Augsburg,icde,1.0,0.16667,2015
Aristides Gionis,KTH Royal Institute of Technology,kdd,1.0,0.2,2011
Alina Ene,Boston University,stoc,1.0,0.33333,2019
Panos Vassiliadis,University of Ioannina,icde,1.0,1.0,2021
Jon Crowcroft,University of Cambridge,nsdi,2.0,0.22619,2015
Antonio González 0001,Polytechnic University of Catalonia,micro,3.0,1.3333,2000
Shirish K. Shevade,IISc Bangalore,icml,1.0,0.25,2002
Nianwen Xue,Brandeis University,naacl,1.0,0.5,2013
Bao-Gang Hu,Chinese Academy of Sciences,iccv,1.0,0.25,2015
Avigdor Gal,Technion,icde,1.0,0.25,2009
Francisco C. Santos,Universidade de Lisboa,aaai,1.0,0.25,2019
Kostas Daniilidis,University of Pennsylvania,cvpr,1.0,0.33333,2009
Nickolai Zeldovich,Massachusetts Institute of Technology,eurosys,1.0,0.25,2012
Alexander A. Sherstov,Univ. of California - Los Angeles,focs,1.0,0.5,2006
Jiaxin Mao,Renmin University of China,kdd,1.0,0.2,2019
Xinhua Zhang,University of Illinois at Chicago,cvpr,1.0,0.33333,2008
Jörg Schwenk,Ruhr-University Bochum,ccs,2.0,0.36667,2019
Sebastian Baltes,University of Adelaide,icse,1.0,0.2,2021
Moni Naor,Weizmann Institute of Science,stoc,2.0,1.0,2001
Jingjin Yu,Rutgers University,rss,1.0,0.33333,2019
Samit Bhattacharya,IIT Guwahati,aaai,1.0,0.2,2017
Yingzhen Li,Imperial College London,icml,2.0,0.66667,2019
Subramanian Ramanathan,IIIT Hyderabad,iccv,1.0,0.2,2013
Mark Silberstein,Technion,sigcomm,1.0,0.33333,2020
Yanzhi Wang,Northeastern University,aaai,1.0,0.090909,2018
Lei Chen 0002,HKUST,vldb,2.0,0.4,2008
Ramesh Govindan,University of Southern California,ubicomp,1.0,0.25,2009
Douglas W. Oard,University of Maryland - College Park,sigir,1.0,0.5,2003
Ruzena Bajcsy,Univ. of California - Berkeley,icra,1.0,0.5,1991
Thomas A. DeFanti,University of Illinois at Chicago,hpdc,1.0,0.125,1998
Fang Song 0001,Portland State University,eurocrypt,1.0,0.25,2021
Stelian Coros,ETH Zurich,siggraph,2.0,0.29167,2014
Éva Tardos,Cornell University,focs,1.0,0.5,1986
Hao Wang 0014,Rutgers University,aaai,1.0,0.33333,2015
James C. Hoe,Carnegie Mellon University,isca,1.0,0.33333,2015
Tor M. Aamodt,University of British Columbia,ics,1.0,0.5,2007
Xiaoyao Liang,Shanghai Jiao Tong University,ics,1.0,0.2,2015
Bill Barrett,Brigham Young University,siggraph,1.0,0.5,1995
Michael M. Swift,University of Wisconsin - Madison,nsdi,1.0,0.33333,2019
Paolo Papotti,EURECOM,sigmod,1.0,0.25,2014
Azer Bestavros,Boston University,icde,1.0,0.5,1997
Steven Bethard,University of Arizona,naacl,2.0,0.66667,2021
Sahil Singla 0001,Georgia Institute of Technology,soda,1.0,0.1,2013
Kenneth Y. Goldberg,Univ. of California - Berkeley,iros,1.0,0.16667,2019
Jianwen Su,Univ. of California - Santa Barbara,sigmod,1.0,0.25,2003
Emmett Witchel,University of Texas at Austin,nsdi,1.0,0.16667,2016
Hiroshi Nakagawa,University of Tokyo,kdd,1.0,0.5,2015
Shweta Agrawal,IIT Madras,ccs,1.0,0.2,2017
Amr El Abbadi,Univ. of California - Santa Barbara,vldb,1.0,0.25,2008
Adam D. Smith,Boston University,stoc,1.0,0.16667,2016
Carmine Ventre,King's College London,aaai,1.0,0.5,2017
Nick Koudas,University of Toronto,icde,2.0,0.75,2021
Ting Zhu,Univ. of Maryland - Baltimore County,mobisys,1.0,0.2,2009
Lei Chen 0002,HKUST,icde,2.0,0.36667,2014
Karthik Pattabiraman,University of British Columbia,ase,1.0,0.33333,2015
Tom Rodden,University of Nottingham,ubicomp,1.0,0.076923,2001
Ion I. Mandoiu,University of Connecticut,iccad,1.0,0.2,2000
Yi-Zhe Song,University of Surrey,eccv,3.0,0.42063,2018
Emanuele Viola,Northeastern University,focs,1.0,0.33333,2018
Yang Liu 0003,Nanyang Technological University,issta,1.0,0.1,2019
Shahin Kamali,University of Manitoba,aaai,1.0,0.5,2021
Ilya Sergey,National University of Singapore,pldi,2.0,0.53333,2021
Peter P. Puschner,TU Wien,emsoft,1.0,0.33333,2003
Hongning Wang,University of Virginia,sigir,1.0,0.25,2016
John H. Reif,Duke University,popl,1.0,0.5,1980
Arvind,Massachusetts Institute of Technology,cav,1.0,0.25,2015
Brian Curless,University of Washington,eccv,1.0,0.25,2008
Sebastian Faust,TU Darmstadt,eurocrypt,3.0,1.0,2015
Daniel Raviv,Florida Atlantic University,cvpr,1.0,0.33333,1997
Piotr Skowron 0001,University of Warsaw,ec,1.0,0.33333,2018
Thenkurussi Kesavadas,Univ. of Illinois at Urbana-Champaign,icra,1.0,0.5,2002
Simha Sethumadhavan,Columbia University,oakland,1.0,0.5,2011
Peter A. Dinda,Northwestern University,micro,1.0,0.14286,2008
Gabriel Hugh Elkaim,Univ. of California - Santa Cruz,icra,1.0,0.16667,2012
Dan S. Wallach,Rice University,oakland,1.0,0.5,1998
Ying Wei 0001,City University of Hong Kong,nips,1.0,0.33333,2018
David A. Wagner 0001,Univ. of California - Berkeley,ccs,2.0,1.0,2002
Zhouhui Lian,Peking University,siggraph,1.0,0.33333,2020
Kiyoharu Aizawa,University of Tokyo,cvpr,2.0,0.58333,2017
Vasco Thudichum Vasconcelos,Universidade de Lisboa,icfp,1.0,0.5,2016
He Huang,Soochow University,vis,1.0,0.1,2021
Bart Mennink,Radboud University,crypto,1.0,0.5,2012
Chris Biemann,University of Hamburg,acl,1.0,1.0,2006
Benjamin Blankertz,TU Berlin,nips,1.0,0.16667,2009
Nikos Komodakis,University of Crete,eccv,1.0,0.5,2014
Yuyao Zhang,ShanghaiTech University,ijcai,1.0,0.2,2021
Miron Livny,University of Wisconsin - Madison,rtss,1.0,0.5,1986
Daphna Weinshall,Hebrew University of Jerusalem,icml,1.0,0.5,2019
Fabio Galasso,Sapienza University of Rome,cvpr,1.0,0.33333,2010
Chirag Shah,Rutgers University,sigir,2.0,0.58333,2014
Terrance E. Boult,UCCS,cvpr,1.0,0.33333,1993
Lirong Xia,Rensselaer Polytechnic Institute,aaai,1.0,0.25,2013
Elizabeth M. Belding,Univ. of California - Santa Barbara,www,1.0,0.2,2020
Natacha Crooks,Univ. of California - Berkeley,nsdi,1.0,0.16667,2017
Sylvia Ratnasamy,Univ. of California - Berkeley,imc,1.0,0.33333,2006
Massimiliano Pontil,University College London,icml,2.0,0.58333,2020
Vijay V. Vazirani,Univ. of California - Irvine,soda,2.0,0.75,1999
Martin D. F. Wong,Chinese University of Hong Kong,dac,1.0,0.5,1993
Jacob Feldman,Rutgers University,aaai,1.0,0.25,2016
Dean M. Tullsen,Univ. of California - San Diego,pldi,1.0,0.33333,2010
Frédérique Laforest,Université Jean Monnet,acl,1.0,0.33333,2015
Songqing Chen,George Mason University,www,1.0,0.25,2005
John E. Laird,University of Michigan,aaai,1.0,1.0,1988
Fabian Monrose,University of North Carolina,ccs,1.0,0.25,2008
Xin Xia 0001,Monash University,ase,4.0,0.92619,2020
Yanyan Shen,Shanghai Jiao Tong University,vldb,2.0,0.41667,2012
Liqiang Wang,University of Central Florida,ase,1.0,0.25,2005
Jan Reineke,Saarland University,dac,1.0,0.33333,2016
Chen Li 0001,Univ. of California - Irvine,icde,2.0,0.41667,2009
Zhou Zhao,Zhejiang University,aaai,1.0,0.16667,2016
Kai Chen 0012,Chinese Academy of Sciences,ubicomp,1.0,0.11111,2020
Hal Daumé III,University of Maryland - College Park,aaai,1.0,0.2,2014
Xiaohui Gu,North Carolina State University,hpdc,1.0,0.33333,2010
Jianping Wu,Tsinghua University,imc,1.0,0.16667,2020
Richard N. Taylor,Univ. of California - Irvine,fse,2.0,0.58333,2007
Jianye Yang,Hunan University,www,1.0,0.2,2020
Mario Fritz,CISPA Helmholtz Center,nips,1.0,0.33333,2020
Sungroh Yoon,Seoul National University,aaai,1.0,0.25,2020
Wolfgang Maass 0001,Graz University of Technology,focs,1.0,0.5,1989
Caroline Sporleder,University of Göttingen,acl,1.0,0.33333,2010
Juho Kannala,Aalto University,eccv,1.0,0.25,2010
Oscar H. Ibarra,Univ. of California - Santa Barbara,hpdc,1.0,0.16667,1998
David Suter,University of Adelaide,cvpr,1.0,0.33333,2016
Yiqun Liu 0001,Tsinghua University,sigir,3.0,0.50952,2015
Chandan Saha 0001,IISc Bangalore,focs,1.0,0.33333,2020
John C. Mitchell,Stanford University,popl,1.0,0.25,1987
David Mazières,Stanford University,nsdi,1.0,0.16667,2013
Steven M. Seitz,University of Washington,siggraph,1.0,0.25,2008
Lu Zhang 0023,Peking University,issta,1.0,0.25,2012
Zhiyun Qian,Univ. of California - Riverside,usenixsec,1.0,0.16667,2016
Dongsun Kim 0001,Kyungpook National University,icse,1.0,0.25,2013
Qi Liu 0003,USTC,ijcai,1.0,0.16667,2013
Martin Schulz 0001,TU Munich,sc,1.0,0.16667,2010
Xing-Dong Yang,Dartmouth College,chiconf,1.0,0.2,2015
Krzysztof Rzadca,University of Warsaw,eurosys,1.0,0.090909,2020
Sahand Negahban,Yale University,icml,1.0,0.2,2019
Eric J. Schwabe,DePaul University,soda,1.0,0.5,1997
Jonathan Bell 0001,Northeastern University,issta,1.0,0.16667,2020
Alistair Sinclair,Univ. of California - Berkeley,focs,2.0,0.75,1999
Kamin Whitehouse,University of Virginia,ubicomp,1.0,0.2,2016
Peter Schrammel,University of Sussex,ase,1.0,0.2,2017
Jia-Bin Huang,University of Maryland - College Park,siggraph-asia,1.0,0.33333,2018
Parosh Aziz Abdulla,Uppsala University,cav,1.0,0.2,2008
Qin Zhang 0001,Indiana University,focs,1.0,0.33333,2020
Yossi Azar,Tel Aviv University,soda,1.0,0.33333,2021
Prasad Tetali,Georgia Institute of Technology,stoc,1.0,0.2,2020
Santiago Ontañón,Drexel University,ijcai,1.0,0.5,2007
Christos Faloutsos,Carnegie Mellon University,vldb,1.0,0.5,1985
Jana Giceva,TU Munich,vldb,2.0,0.83333,2021
Allison Bishop,Columbia University,stoc,1.0,0.33333,2015
Guojie Song,Peking University,ijcai,3.0,0.67619,2019
Huan Liu 0001,Arizona State University,kdd,3.0,0.54091,2008
Klemens Böhm,Karlsruhe Institute of Technology,ec,1.0,0.25,2006
Stephen Gould,Australian National University,eccv,1.0,0.25,2014
Michael Waidner,TU Darmstadt,eurocrypt,1.0,0.5,1997
Mingsheng Long,Tsinghua University,icml,1.0,0.25,2015
A. Udaya Shankar,University of Maryland - College Park,oakland,1.0,0.33333,1991
Bernd Fröhlich 0001,Bauhaus University Weimar,siggraph,1.0,0.5,2009
Hyeran Jeon,Univ. of California - Merced,hpca,1.0,0.16667,2021
Giulio Malavolta,Max Planck Society,ccs,1.0,0.2,2017
William J. Beksi,University of Texas at Arlington,iros,1.0,0.33333,2015
Bhuvan Urgaonkar,Pennsylvania State University,isca,1.0,0.33333,2011
Kristen Brent Venable,Tulane University,aaai,1.0,0.25,2005
Seth J. Teller,Massachusetts Institute of Technology,cvpr,1.0,0.5,2000
Mai ElSherief,Univ. of California - San Diego,naacl,1.0,0.25,2019
Gurindar S. Sohi,University of Wisconsin - Madison,asplos,1.0,0.5,1989
Chicheng Zhang,University of Arizona,nips,1.0,0.5,2017
Timothy Bourke,Ecole Normale Superieure,emsoft,1.0,0.25,2011
Thomas F. Melham,University of Oxford,usenixsec,1.0,0.33333,2018
Shalom Lappin,Queen Mary University of London,acl,1.0,0.33333,2018
Nickolai Zeldovich,Massachusetts Institute of Technology,ndss,1.0,0.33333,2018
Milos Zefran,University of Illinois at Chicago,iros,1.0,0.33333,2014
Cristina Nita-Rotaru,Northeastern University,usenixsec,1.0,0.125,2019
David S. Doermann,University at Buffalo,iccv,3.0,0.83333,2007
Richard N. Taylor,Univ. of California - Irvine,icse,1.0,0.5,2004
Michael F. P. O'Boyle,University of Edinburgh,ics,1.0,0.5,1992
Richard J. Lipton,Georgia Institute of Technology,vldb,1.0,0.2,2010
Zhijia Zhao 0001,Univ. of California - Riverside,oopsla,1.0,0.16667,2012
Mikhail J. Atallah,Purdue University,soda,1.0,0.5,1991
Yizhou Wang 0001,Peking University,cvpr,1.0,0.5,2004
Yung-Ju Chang,National Chiao Tung University,chiconf,3.0,0.54167,2020
Michael Backes 0001,CISPA Helmholtz Center,pets,1.0,0.25,2019
Lan Zhang 0002,USTC,mobicom,1.0,0.14286,2015
Abtin Rahimian,University of Colorado Boulder,siggraph,1.0,0.33333,2017
Edith Elkind,University of Oxford,wine,1.0,0.25,2008
Satish Narayanasamy,University of Michigan,micro,1.0,0.5,2010
Lorenzo Alvisi,Cornell University,sigmod,1.0,0.16667,2016
Svetlana Obraztsova,Nanyang Technological University,ijcai,1.0,0.33333,2020
Andrew Pavlo,Carnegie Mellon University,vldb,2.0,0.325,2014
Joseph M. Hellerstein,Univ. of California - Berkeley,sigmod,1.0,1.0,1994
Daniel Deutch,Tel Aviv University,sigmod,1.0,0.25,2021
K. Narayan Kumar,CMI,lics,1.0,0.16667,2014
Michael T. Goodrich,Univ. of California - Irvine,soda,1.0,0.33333,2009
Jeffrey Heer,University of Washington,uist,1.0,0.5,2018
Pierre Baldi,Univ. of California - Irvine,icse,1.0,0.125,2019
Sarvapali D. Ramchurn,University of Southampton,chiconf,1.0,0.14286,2018
Dakshita Khurana,Univ. of Illinois at Urbana-Champaign,crypto,5.0,1.375,2021
David W. Jacobs,University of Maryland - College Park,cvpr,2.0,0.75,2012
Luay Nakhleh,Rice University,ismb,1.0,0.5,2018
Erik B. Sudderth,Univ. of California - Irvine,iccv,1.0,0.25,2019
Vincent Oria,NJIT,sigmod,1.0,0.33333,2005
Yusu Wang,Univ. of California - San Diego,soda,1.0,0.33333,2013
Tim Miller 0001,University of Melbourne,ijcai,1.0,0.33333,2017
Ling-Qi Yan,Univ. of California - Santa Barbara,siggraph,1.0,0.25,2016
Mor Harchol-Balter,Carnegie Mellon University,sigmetrics,2.0,0.66667,2020
Rynson W. H. Lau,City University of Hong Kong,vis,1.0,0.33333,2006
Jian Yang,SUSTech,aaai,1.0,0.16667,2020
Roberto Solis-Oba,Western University,soda,1.0,0.5,1997
Donald P. Greenberg,Cornell University,siggraph,3.0,0.6,1997
Eyal Kushilevitz,Technion,eurocrypt,2.0,0.7,2000
Joseph J. Lim,University of Southern California,cvpr,1.0,0.25,2014
Jie Tang 0001,Tsinghua University,kdd,1.0,0.2,2016
Idit Keidar,Technion,fast,1.0,0.125,2017
Hua Wang 0007,Colorado School of Mines,aaai,1.0,0.33333,2011
Yang Yu 0001,Nanjing University,aaai,2.0,0.83333,2017
Jennifer Widom,Stanford University,vldb,1.0,0.5,2013
Yagiz Aksoy,Simon Fraser University,siggraph,1.0,0.25,2017
Beverly A. Sanders,University of Florida,ase,1.0,0.33333,2010
Jean-Baptiste Tristan,Boston College,pldi,1.0,0.5,2009
Moni Naor,Weizmann Institute of Science,stoc,1.0,0.33333,1994
Ido Dagan,Bar-Ilan University,acl,2.0,0.5,2009
Gordon V. Cormack,University of Waterloo,kdd,1.0,0.5,2009
Louis-Philippe Morency,Carnegie Mellon University,emnlp,1.0,0.25,2018
Audris Mockus,University of Tennessee,fse,1.0,0.25,2017
Yasuko Matsubara,Osaka University,www,1.0,0.33333,2016
Youyi Zheng,Zhejiang University,siggraph,1.0,0.16667,2019
Bing-Yu Chen 0001,National Taiwan University,chiconf,1.0,0.125,2013
P. Sadayappan,University of Utah,ics,1.0,0.33333,2012
Richard Han,University of Colorado Boulder,sensys,1.0,0.11111,2007
Pat Hanrahan,Stanford University,dac,1.0,0.03125,2020
Edward A. Fox,Virginia Tech,sigir,1.0,0.2,1993
S. Srinivasa Rao 0001,Seoul National University,soda,2.0,0.66667,2005
Carole-Jean Wu,Arizona State University,hpca,1.0,0.0625,2020
Paul Grünbacher,JKU Linz,ase,1.0,0.5,2006
Xianglong Liu,Beihang University,ijcai,2.0,0.28571,2020
Manos Antonakakis,Georgia Institute of Technology,usenixsec,2.0,0.34286,2021
Thomas Schneider 0002,University of Bremen,ijcai,1.0,0.25,2011
Svetlana Yarosh,University of Minnesota,chiconf,1.0,0.25,2016
Yanqing Zhang,Georgia State University,iccad,1.0,0.0625,2019
Z. Morley Mao,University of Michigan,dac,1.0,0.25,2010
Chung-Kuan Cheng,Univ. of California - San Diego,iccad,1.0,0.25,2018
Philipp Hennig,University of Tübingen,icml,2.0,0.5,2020
Michael C. Hughes,Tufts University,ijcai,1.0,0.33333,2017
Mohammad Al Hasan,IUPUI,vldb,1.0,0.5,2009
Mohammad Taghi Hajiaghayi,University of Maryland - College Park,wine,2.0,0.53333,2014
